Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"O'Flynn, MG; Finnan, JM; Curley, EM; McDonnell, KP",,,,"O'Flynn, Michael G.; Finnan, John M.; Curley, Edna M.; McDonnell, Kevin P.",,,Annually repeated traffic in delayed Miscanthus x giganteus harvests; effects on crop response and mitigation measures,SOIL & TILLAGE RESEARCH,,,,,,,,,,,,"Harvest traffic in Miscanthus can damage the crop if new shoots have emerged when trafficking occurs. This research was conducted in Miscanthus to determine the effects on crop response and soil compaction of annually repeated harvest traffic, applied before shoot emergence but after the initiation of new growth in the rhizome. Three treatments were used; (a) an untrafficked control, (b) trafficking with equipment that simulated the baler harvesting system (baler) and (c) trafficking with equipment that simulated the forager harvesting system (forager). The experiment was conducted on an Umbrisol at the Teagasc Crops Research Centre, Oakpark, Co. Carlow, Ireland in 2009 and repeated in 2010 and 2011. Effects on crop response were determined by measuring stem numbers, stem height, biomass yield and overall stem yield. Effects on soil compaction were assessed by measuring soil penetration resistance, bulk density and water infiltration rate. A comparative analysis was conducted on soil temperature data from sites across northern Europe to determine when growth was likely to begin each year and thus estimate when harvest traffic was likely to cause damage. An analysis of traffic patterns in both the baler and forager harvest systems was also conducted to determine which system was likely to minimise crop damage. Trafficked zone stem yield was significantly lower in 2011 (5.24 tdm ha(-1)) when compared with 2009 (11.17 tdm ha(-1)). Significantly lower stem yield was recorded in the trafficked zones of both the baler (5.98 tdm ha(-1)) and forager (6.01 tdm ha(-1)) treatments when compared with the untrafficked control (13.90 tdm ha(-1)). Soil penetration resistance and bulk density were significantly higher at a depth of 30 cm in 2011 (3.08 MPa and 1.82 g cm(-3), respectively) when compared with 2009 (2.74 MPa and 1.58 g respectively). Water infiltration rate was significantly lower in the baler (0.3 cm h(-1)) and forager (0.9 cm h(-1)) treatments when compared with the control (1.7 cm h(-1)). Across northern Europe the annual Miscanthus harvest should be completed by late March to minimise the risk of damage to new growth by harvest traffic. If delayed harvests are unavoidable, crop damage can be minimised by using the forager system because of its reduced traffic intensity (number of passes) when compared with the baler system. (C) 2014 Elsevier B.V. All rights reserved.",,,,,"Finnan, John/D-1326-2016","McDonnell, Kevin/0000-0002-5499-9898",,,,,,,,,,,,,0167-1987,1879-3444,,,,MAY,2015,148,,,,,,133,141,,10.1016/j.still.2014.12.011,http://dx.doi.org/10.1016/j.still.2014.12.011,,,,,,,,,,,,,WOS:000349585300014,View Full Record in Web of Science
J,"de Agostini, EAT; Machado-Neto, NB; Custódio, CC",,,,"Torquato de Agostini, Edna Antonia; Machado-Neto, Nelson Barbosa; Custodio, Ceci Castilho",,,Induction of water deficit tolerance by cold shock and salicylic acid during germination in the common bean,ACTA SCIENTIARUM-AGRONOMY,,,,,,,,,,,,"The application of short-term stresses or elicitors in seedlings or embryos with high metabolic activity might increase multi-adversity tolerance. Beans seeds cv. IAC-Carioca were exposed to cold shock temperatures (S - 7 degrees C 24h(-1)) and salicylic acid (SA - 0.01 mM 48h(-1)) during imbibition to study physiological responses to osmotic stress physiological responses. The seeds were soaked in paper towel imbibed in water or salicylic acid at 25 degrees C for 24h. The seed were subsequently submitted to temperatures of 7 degrees C and 25 degrees C for another 24h in water or salicylic acid. Following each treatment, the seeds were transferred to mannitol solutions (0, -0.3, -0.6, and -1.2 MPa) and evaluated after seven days for germination, vigour, shoot and root length, dry mass, proline accumulation and protein electrophoretic profile. Treatments with salicylic acid and cold shock did not affect germination, but germination was reduced through the mannitol-induced progression of water deficit. However, both salicylic acid and cold shock treatments affected seed vigour. The application of salicylic acid increased root and total seedling length and dry weight, especially at intermediate water stress levels. Both salicylic acid and cold shock treatments changed the protein pattern of the treated seeds, but only SA showed promise as a technology for seed treatment.",,,,,"Custodio, Ceci/C-1041-2013; Machado-Neto, Nelson/D-3249-2012","Custodio, Ceci Castilho/0000-0002-9611-6731; Machado-Neto, Nelson/0000-0003-0914-0686",,,,,,,,,,,,,1679-9275,1807-8621,,,,APR-JUN,2013,35,2,,,,,209,219,,10.4025/actasciagron.v35i2.15967,http://dx.doi.org/10.4025/actasciagron.v35i2.15967,,,,,,,,,,,,,WOS:000317921000010,View Full Record in Web of Science
J,"Duarte, RCF; Rios, DRA; Figueiredo, EL; Caiaffa, JRS; Silveira, FR; Lanna, R; Alves, LCV; Martins, GL; Reis, HJ; Reis, EA; Ferreira, CN; Sternick, EB; Campos, FMF; Carvalho, MD",,,,"Figueiredo Duarte, Rita Carolina; Alves Rios, Danyelle Romana; Figueiredo, Estevao Lanna; Sollero Caiaffa, Jose Raymundo; Silveira, Francisco Resende; Lanna, Rodrigo; Vieira Alves, Luan Carlos; Martins, Gabriela Lopes; Reis, Helton Jose; Reis, Edna Afonso; Ferreira, Claudia Natalia; Sternick, Eduardo Back; Freire Campos, Fernanda Magalhaes; Carvalho, Maria das Gracas",,,Thrombin Generation and other hemostatic parameters in patients with atrial fibrillation in use of warfarin or rivaroxaban,JOURNAL OF THROMBOSIS AND THROMBOLYSIS,,,,,,,,,,,,"Patients with atrial fibrillation (AF) present hyperactivation of both platelets and coagulation leading to a hypercoagulable state which contributes to an increased risk of thromboembolism. Therefore, one of the main strategies for treatment of AF is prevention of these events through the use of oral anticoagulants (OAC). The aim of this study was to evaluate hemostasis as a whole in patients with non-valvular AF undergoing warfarin or rivaroxaban by thrombin generation test (TGT), in addition to monocyte-platelet aggregates (MPA), glycoprotein IIb/IIIa (GPIIb/IIIa), and platelet (PMP) and endothelium (EMP) microparticles, compared to age and sex matched controls. PT/INR for OAC use was also determined. In patients taking OAC, compared to control group, a decrease in TGT (p = 0.000 for all parameters) were observed. Patients taking warfarin showed to be more hypocoagulable, presenting lower levels of ETP (p = 0.000) and peak (p = 0.002) than patients using rivaroxaban. Patients on warfarin use with INR > 3 had also lower levels of ETP (p = 0.01) and peak (p = 0.006). A decrease in ETP (p = 0.03) and peak (p = 0.02) values was also observed in patients using rivaroxaban with PT > 21.4 s. Patients using warfarin (p = 0.000) and rivaroxaban (p = 0.000) presented lower levels of MPA in relation to control group. It was also observed in patients using warfarin, lower GPIIb/IIIa levels in relation to control group (p = 0.011). Patients taking rivaroxaban (p = 0.003) and warfarin (p = 0.001) had higher PMP levels compared to control group. There was no difference in levels of EMP between the groups (p = 0.0536). The present study reinforces the usefulness of OAC in AF, which decisively contribute to a better management of the disease preventing possible complications.",,,,,"Reis, Helton/HTQ-8232-2023; Reis, Edna/AAZ-1502-2020; Carvalho, Maria das Graças/AAY-1619-2021; Rios, Danyelle Romana Alves/AAR-4367-2021; BACK STERNICK, EDUARDO/I-7065-2013","Carvalho, Maria das Gracas/0000-0002-1669-3302; Rios, Danyelle Romana Alves/0000-0001-6377-241X; Lopes Martins, Gabriela/0000-0002-5152-8038; Reis, Helton J./0000-0002-4055-701X; Reis, Edna Afonso/0000-0003-1465-9167; BACK STERNICK, EDUARDO/0000-0003-3249-3711",,,,,,,,,,,,,0929-5305,1573-742X,,,,JAN,2021,51,1,,,,,47,57,,10.1007/s11239-020-02126-3,http://dx.doi.org/10.1007/s11239-020-02126-3,,MAY 2020,,,,,,32377955,,,,,WOS:000530787300002,View Full Record in Web of Science
J,"Gangloff, MM; Edgar, GJ; Wilson, B",,,,"Gangloff, Michael M.; Edgar, Graham J.; Wilson, Ben",,,"Imperilled species in aquatic ecosystems: emerging threats, management and future prognoses",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,,,,,,,,,,,,"1. Earth's aquatic habitats are some of its most important ecosystems and support populations of many of its most imperilled species. The future demands of Earth's growing human populations will increasingly stress its aquatic resources on multiple spatial and temporal scales, as highlighted by numerous authors when predicting trends in biodiversity in many key aquatic hotspots. 2. Identifying key stressors and understanding potential linkages between these stressors are important first steps to mitigating human impacts on at-risk aquatic resources. Here, an overview is provided of the established and emerging threats to aquatic biodiversity at local, regional and global scales, including emerging diseases, expanding influence of invasive species, new industries, and the accelerating trajectory of climate change, as well as perspectives on potential management strategies. Copyright (C) 2016 John Wiley & Sons, Ltd.",,,,,"Edgar, Graham/AAY-3797-2020; Edgar, Graham/C-8341-2013","Edgar, Graham/0000-0003-0833-9001",,,,,,,,,,,,,1052-7613,1099-0755,,,,SEP,2016,26,5,,,,,858,871,,10.1002/aqc.2707,http://dx.doi.org/10.1002/aqc.2707,,,,,,,,,,,,,WOS:000388445200004,View Full Record in Web of Science
J,"Félix, EF; Falcao, ID; dos Santos, LG; Carrazedo, R; Possan, E",,,,"Felix, Emerson Felipe; Falcao, Isabela da Silva; dos Santos, Larissa Gabriela; Carrazedo, Rogerio; Possan, Edna",,,A Monte Carlo-Based Approach to Assess the Reinforcement Depassivation Probability of RC Structures: Simulation and Analysis,BUILDINGS,,,,,,,,,,,,"In this work, an approach is presented to assess the reinforcement depassivation probability of reinforced concrete structures under corrosion induced by carbonation or chloride diffusion. The model consists of coupling mathematical formulations of CO2 and Cl- diffusion with Monte Carlo simulation (MCS). Random events were generated using MCS to create several design life and environmental scenarios. A case study was performed by simulating five Brazilian environmental conditions and distinct mixes of concrete. The effect of input parameters on the reinforcement concrete depassivation probability was evaluated. The results point out that the depassivation probability due to carbonation is more significant in urban centers, and the compressive strength of concrete has the main influence on the depassivation probability. Results also showed that the depassivation probability due to chloride ingress is influenced by, in order of importance, the chloride content on the surface (61.4%), concrete cover (20.3%), compressive strength (7.1%), relative humidity (6.1%), and temperature (5.1%). In addition, an increase in the compressive strength of concrete, from 30 to 50 MPa, can reduce depassivation probability by up to 70%, resulting in a concrete structure that attends the durability limit state. Thus, by incorporating probabilistic approaches, this model can be a valuable tool in the civil construction industry for studying the improvement of durability, reliability, and safety of reinforced concrete structures.",,,,,"Carrazedo, Rogerio/K-3573-2013; Possan, Edna/I-7151-2012; Felix, Emerson Felipe/Q-6018-2017","Carrazedo, Rogerio/0000-0003-2750-034X; Possan, Edna/0000-0002-3022-7420; Felix, Emerson Felipe/0000-0002-8928-9474",,,,,,,,,,,,,,2075-5309,,,,APR,2023,13,4,,,,,,,993,10.3390/buildings13040993,http://dx.doi.org/10.3390/buildings13040993,,,,,,,,,,,,,WOS:000979363500001,View Full Record in Web of Science
J,"Correia, E; Catry, P; Sinclair, F; dos Santos, Y; Robalo, J; Lima, CS; Granadeiro, JP",,,,"Correia, Edna; Catry, Paulo; Sinclair, Frazer; dos Santos, Yodiney; Robalo, Joana, I; Lima, Cristina S.; Granadeiro, Jose Pedro",,,"Foraging behaviour and diet of Brown boobies Sula leucogaster from Tinhosas Islands, Gulf of Guinea",MARINE BIOLOGY,,,,,,,,,,,,"Seabirds are a highly threatened group, yet the foraging ecology of several species remains poorly understood. Brown boobies breed in all oceans in the tropical region and are common across their range. In Tinhosa Grande (SAo Tome and Principe), this species breeds in one of the largest colonies of seabirds in the east tropical Atlantic. We studied the foraging ecology of Brown boobies from this colony during the chick-rearing period. Thirty-three birds were tracked with GPS loggers and their diet was analysed from 11 regurgitations, using traditional and DNA barcoding techniques for prey identification. A total of 127 completed foraging trips were identified, 89% of which lasted less than 24 h. Females performed significantly longer trips and both sexes foraged preferentially over deep oceanic waters. The diet of Brown boobies included juvenile fish and squid (Sthenoteuthis pteropus), comprising mostly fish species whose juvenile phases live in the pelagic environment, and only migrate to coastal waters when adults. The most frequent of those prey found was Flying gurnard (Dactylopterus volitans). The relevance of such prey shows that Brown booby conservation depends not only on the management of their foraging areas and breeding sites but also on the correct management of the coastal adjacent areas that support the adult individuals of some of their prey. Our results suggest that the areas closest to the colony do not have available resources for these birds to feed on and that Brown boobies may be associate with subsurface marine predators or with sargassum patches to forage.",,,,,"Robalo, Joana/AAG-4817-2021; Correia, Edna/ITU-7994-2023; Lima, Cristina/LFT-8606-2024; Catry, Paulo/I-5408-2013; Robalo, Joana/N-9960-2014; Granadeiro, Jose Pedro/E-8060-2011; Correia, Edna/D-8766-2019","Catry, Paulo/0000-0003-3000-0522; Robalo, Joana/0000-0002-7470-0574; Lima, Cristina/0000-0002-6977-4237; Granadeiro, Jose Pedro/0000-0002-7207-3474; Sinclair, Frazer/0000-0001-5017-3215; Correia, Edna/0000-0003-3893-1700",,,,,,,,,,,,,0025-3162,1432-1793,,,,JUN,2021,168,6,,,,,,,91,10.1007/s00227-021-03904-0,http://dx.doi.org/10.1007/s00227-021-03904-0,,,,,,,,,,,,,WOS:000686889800003,View Full Record in Web of Science
J,"Andrade, JJD; Wenzel, MC; da Rocha, GH; da Silva, SR",,,,"de Oliveira Andrade, Jairo Jose; Wenzel, Matheus Chiaradia; da Rocha, Gabriela Holsbach; da Silva, Sergio Roberto",,,Performance of rendering mortars containing sludge from water treatment plants as fine recycled aggregate,JOURNAL OF CLEANER PRODUCTION,,,,,,,,,,,,"The disposal and treatment of certain wastes have been neglected by most industries because of economic factors, and the wastes are disposed of at inappropriate locations. Moreover, the use of finite raw materials and their impact has led to the search for alternative materials that can be reused in the construction industry. The present study investigated the mechanical properties (bond strength, compressive strength, and flexural strength), durability (water absorption), and microstructural analysis of rendering mortars with different levels of replacement (2.5 wt%, 5 wt%, 7.5 wt%, and 10 wt%) of natural sand by water treatment sludge aggregate. The results were statistically analyzed through mathematical models and analysis of variance. It is evident from this study that the inclusion of sludge increases the porosity of the mortars, which influences all the physical and mechanical properties. The bond strength, which is the main property of the rendering mortar, showed satisfactory values (> 0.2 MPa) for mortars with 5% of water treatment sludge, despite having high variability. Furthermore, the microstructural analysis showed the influence of particle characteristics on the performance of the mortars with water treatment sludge. Overall, this study showed that the residue, as a source of fine mortar aggregates, could be considered a feasible and sustainable alternative for use in the construction sector. (C) 2018 Elsevier Ltd. All rights reserved.",,,,,"da Silva, Sergio/M-2710-2017; Andrade, Jairo/I-4736-2014","Andrade, Jairo/0000-0003-2073-6763",,,,,,,,,,,,,0959-6526,1879-1786,,,,AUG 10,2018,192,,,,,,159,168,,10.1016/j.jclepro.2018.04.246,http://dx.doi.org/10.1016/j.jclepro.2018.04.246,,,,,,,,,,,,,WOS:000435619400013,View Full Record in Web of Science
J,"Dumas, JE; Zienkiewicz, K; Tanner, SA; Prieto, EM; Bhattacharyya, S; Guelcher, SA",,,,"Dumas, Jerald E.; Zienkiewicz, Katarzyna; Tanner, Shaun A.; Prieto, Edna M.; Bhattacharyya, Subha; Guelcher, Scott A.",,,Synthesis and Characterization of an Injectable Allograft Bone/Polymer Composite Bone Void Filler with Tunable Mechanical Properties,TISSUE ENGINEERING PART A,,,,,,,,,,,,"In recent years, considerable effort has been expended toward the development of synthetic bone graft materials. Injectable biomaterials offer several advantages relative to implants due to their ability to cure in situ, thus conforming to irregularly shaped defects. While Food and Drug Administration-approved injectable calcium phosphate cements have excellent osteoconductivity and compressive strengths, these materials have small pore sizes (e. g., 1 mu m) and are thus relatively impermeable to cellular infiltration. To overcome this limitation, we aimed to develop injectable allograft bone/polyurethane (PUR) composite bone void fillers with tunable properties that support rapid cellular infiltration and remodeling. The materials comprised particulated (e. g., >100 mu m) allograft bone particles and a biodegradable two-component PUR, and had variable (e. g., 30%-70%) porosities. The injectable void fillers exhibited an initial dynamic viscosity of 220 Pa.s at clinically relevant shear rates (40 s(-1)), wet compressive strengths ranging from <1 to 13 MPa, working times from 3 to 8 min, and setting times from 10 to 20 min, which are comparable to the properties of calcium phosphate bone cements. When injected in femoral plug defects in athymic rats, the composites supported extensive cellular infiltration, allograft resorption, collagen deposition, and new bone formation at 3 weeks. The combination of both initial mechanical properties suitable for weight-bearing applications as well as the ability of the materials to undergo rapid cellular infiltration and remodeling may present potentially compelling opportunities for injectable allograft/PUR composites as biomedical devices for bone regeneration.",,,,,,,,,,,,,,,,,,,1937-3341,,,,,AUG,2010,16,8,,,,,2505,2518,,10.1089/ten.tea.2009.0672,http://dx.doi.org/10.1089/ten.tea.2009.0672,,,,,,,,20218874,,,,,WOS:000280648700010,View Full Record in Web of Science
J,"Coelho, DLM; de Agostini, EAT; Guaberto, LM; Neto, NBM; Custódio, CC",,,,"Martins Coelho, Danielle Leticia; Torquato de Agostini, Edna Antonia; Guaberto, Luciana Machado; Machado Neto, Nelson Barbosa; Custodio, Ceci Castilho",,,Differential protein expression during germination as a result of a water deficit associated with variable osmotic pressure in snap-beans,ACTA SCIENTIARUM-AGRONOMY,,,,,,,,,,,,"Differential protein expression during germination as a result of a water deficit associated with variable osmotic pressure in snap-beans. Snap-beans (Phaceolus vulgaris L.) have a high nutritionally value. Successful seedling emergence is dependent on the availability of water and is considered the most critical phase in plant development. The objectives of this work were to simulate water deficiency at the beginning of the germination period. Snap-bean seeds of the variety `Perola' were submitted to osmotic stress under laboratory conditions. Mannitol, CaCl2, MgCl2, and NaCl were used to develop five degrees of osmotic potential: 0, -0.3, -0.6, -0.9 and -1.2 MPa. Van't Hoff's equation was used to calculate the osmotic potential. The protein pattern of the total soluble proteins after electrophoresis was evaluated with SDS-PAGE. The response parameters were evaluated including the germination, the vigour classification, the root dry weight, the shoot dryr weight and the resultant differential protein expression. The experimental design was completely randomised. Data were analysed using the F test (ANOVA), and polynomial regression was used for the osmotic potential levels for each parameter. The protein banding pattern was evaluated using gel imaging. The simulation of a water deficiency resulted in the perception of a stress and a subsequent response to NaCl in all of the parameters that were evaluated. The harsh effects of the NaCl were validated as the lack of the expression of low molecular weight proteins. Proteins with molecular weights of 110 and 30 kDa were indicative of water stress but not of salinity.",,,,,"Custodio, Ceci/C-1041-2013; Machado-Neto, Nelson/D-3249-2012","Machado-Neto, Nelson/0000-0003-0914-0686; Custodio, Ceci Castilho/0000-0002-9611-6731",,,,,,,,,,,,,1807-8621,,,,,JUL-SEP,2010,32,3,,,,,491,499,,10.4025/actasciagron.v32i3.4694,http://dx.doi.org/10.4025/actasciagron.v32i3.4694,,,,,,,,,,,,,WOS:000283618900017,View Full Record in Web of Science
J,"Borges, PM; Rother, LA; da Silva, SR; Possan, E; Andrade, JJD",,,,"Borges, Pietra Moraes; Rother, Lucas Anthony; da Silva, Sergio Roberto; Possan, Edna; Andrade, Jairo Jose de Oliveira",,,Environmental and technical assessment of mortars produced with recycled aggregate from construction and demolition waste,CONSTRUCTION AND BUILDING MATERIALS,,,,,,,,,,,,"Circular economy technologies are entering several fields, especially engineering, without stopping. Recycled materials application, dematerialization, and carbon capture improvement can help achieve a more sustainable construction material and method. In this scenario, the present paper aims to evaluate the environmental and technical aspects of mortars produced with various replacement levels (25, 50, 75, and 100 %) of fine recycled aggregate from recycled aggregate (RA) from mixed construction and demolition waste (CDW). Physical (absorption by immersion, water absorption by capillarity, porosity, and pore size distribution) and mechanical properties tests (compressive strength, flexural tensile strength, and adhesive strength) were performed. The mortars were submitted to four carbonation environments for environmental analysis: accelerated in an opencircuit chamber with 3 % CO2 and natural carbonation (internal, external-protected, and external unprotected). The carbon capture analysis was performed with TGA tests for carbonated and non-carbonated samples. The results were applied for mortar carbon index (MCI) calculations. The primary energy and water demand for these mortars were also analyzed. Results showed that mortars with 50 % RA had a better MCI (91.80 t.CO2/ MPa) for the externally protected environment, considering tensile adhesion strength as the main property. This happened due to better mechanical performance and higher carbon capture related to cement and limestone content in the mortar since these two are responsible for hydroxide presence. However, results showed more considerable primary energy demand and water consumption with the increase in replacement levels. With these results, the research allows the possibility to better plan the working schedule in building constructions and materials decision-making to help improve carbon capture and natural resources application in coating materials.",,,,,"Possan, Edna/I-7151-2012","Possan, Edna/0000-0002-3022-7420; Borges, Pietra/0000-0003-3152-6569",,,,,,,,,,,,,0950-0618,1879-0526,,,,MAR 14,2025,467,,,,,,,,140407,10.1016/j.conbuildmat.2025.140407,http://dx.doi.org/10.1016/j.conbuildmat.2025.140407,,,,,,,,,,,,,WOS:001428357600001,View Full Record in Web of Science
J,"de Souza, MV; da Silva, SAM; Cazella, PHS; Rodrigues, FR; Bonfim, KS; Sanches, AO; De Araujo, VA; dos Santos, HF; Pinto, EM; Christoforo, AL; Aouada, MRM; Aouada, FA; Lahr, FAR",,,,"de Souza, Matheus, V; da Silva, Sergio A. M.; Cazella, Pedro H. S.; Rodrigues, Felipe R.; Bonfim, Kely S.; Sanches, Alex O.; De Araujo, Victor A.; dos Santos, Herisson F.; Pinto, Edna M.; Christoforo, Andre L.; Aouada, Marcia R. M.; Aouada, Fauze A.; Lahr, Francisco A. R.",,,Particleboards Manufactured from Tectona grandis Wood Waste with Homogeneous and Three-layer Heterogeneous Compositions for Commercial Purposes,BIORESOURCES,,,,,,,,,,,,"Tectona grandis wood presents decent dimensional stability as well as highly suitable physical and mechanical properties. These characteristics have encouraged the intense usage of this species, which also includes the reuse of wood processing waste for panel production. Using teak wood waste, this study aims to manufacture and evaluate heat-pressed particleboards at 5 MPa and 100 ??C, by being glued with castor oil-based polyurethane resin at proportions of 10% for the homogeneous boards and 12% for the heterogeneous solutions. Single-layer (homogeneous) boards were compared with three-layer particleboard specimens (heterogeneous) having the finer particles in the outer layers. The basic density, moisture content, modulus of rupture and modulus of elasticity in the static bending and perpendicular tensile, water absorption, and thickness swelling after 24 h were evaluated to support this comparative study. All the manufactured particleboards met the standardized requirements of performance, thus being very feasible for usage as non-structural boards. When the two different compositions were analyzed, a considerably better performance of the three-layered particleboards was identified when compared to the homogeneous panels.",,,,,"De Souza, Matheus/ISA-8811-2023; Reis Rodrigues, Felipe/JPA-5735-2023; Aouada, Fauze/C-3989-2012; Sanches, Alex/G-6380-2016; Silveira Bonfim, Kely/AAJ-7959-2020; Christoforo, André/AAH-5941-2019; Almeida De Araujo, Victor/F-7545-2013; Moura Aouada, Marcia Regina de/F-6231-2014; Rocco Lahr, Francisco/C-6718-2012","Reis rodrigues, Felipe/0000-0003-3895-7169; Almeida De Araujo, Victor/0000-0002-2747-4738; Moura Aouada, Marcia Regina de/0000-0002-2534-5553; Viana de Souza, Matheus/0000-0003-1867-3249; Rocco Lahr, Francisco/0000-0002-3510-8498",,,,,,,,,,,,,1930-2126,,,,,AUG,2022,17,3,,,,,5011,5020,,10.15376/biores.17.3.5011-5020,http://dx.doi.org/10.15376/biores.17.3.5011-5020,,,,,,,,,,,,,WOS:000844411400023,View Full Record in Web of Science
J,"Gordon, TAC; Harding, HR; Clever, FK; Davidson, IK; Davison, W; Montgomery, DW; Weatherhead, RC; Windsor, FM; Armstrong, JD; Bardonnet, A; Bergman, E; Britton, JR; Côté, IM; D'agostino, D; Greenberg, LA; Harborne, AR; Kahilainen, KK; Metcalfe, NB; Mills, SC; Milner, NJ; Mittermayer, FH; Montorio, L; Nedelec, SL; Prokkola, JM; Rutterford, LA; Salvanes, AGV; Simpson, SD; Vainikka, A; Pinnegar, JK; Santos, EM",,,,"Gordon, T. A. C.; Harding, H. R.; Clever, F. K.; Davidson, I. K.; Davison, W.; Montgomery, D. W.; Weatherhead, R. C.; Windsor, F. M.; Armstrong, J. D.; Bardonnet, A.; Bergman, E.; Britton, J. R.; Cote, I. M.; D'agostino, D.; Greenberg, L. A.; Harborne, A. R.; Kahilainen, K. K.; Metcalfe, N. B.; Mills, S. C.; Milner, N. J.; Mittermayer, F. H.; Montorio, L.; Nedelec, S. L.; Prokkola, J. M.; Rutterford, L. A.; Salvanes, A. G. V.; Simpson, S. D.; Vainikka, A.; Pinnegar, J. K.; Santos, E. M.",,,Fishes in a changing world: learning from the past to promote sustainability of fish populations,JOURNAL OF FISH BIOLOGY,,,,,50th Anniversary Annual Symposium of the Fisheries-Society-of-the-British-Isles (FSBI) - Understanding Fish Populations,"JUL 03-07, 2017","Univ Exeter, Exeter, ENGLAND",Fisheries Soc British Isles,Univ Exeter,,,"Populations of fishes provide valuable services for billions of people, but face diverse and interacting threats that jeopardize their sustainability. Human population growth and intensifying resource use for food, water, energy and goods are compromising fish populations through a variety of mechanisms, including overfishing, habitat degradation and declines in water quality. The important challenges raised by these issues have been recognized and have led to considerable advances over past decades in managing and mitigating threats to fishes worldwide. In this review, we identify the major threats faced by fish populations alongside recent advances that are helping to address these issues. There are very significant efforts worldwide directed towards ensuring a sustainable future for the world's fishes and fisheries and those who rely on them. Although considerable challenges remain, by drawing attention to successful mitigation of threats to fish and fisheries we hope to provide the encouragement and direction that will allow these challenges to be overcome in the future.",,,,,"D'Agostino, Daniele/I-5967-2016; Britton, Robert/B-5040-2009; Montgomery, Daniel/AAJ-2865-2021; Simpson, Stephen/KZU-8465-2024; Metcalfe, Neil/C-5997-2009; Windsor, Fredric/H-9354-2019; Davidson, Isla Keesje/HJG-9424-2022; Mills, Suzanne/K-5538-2012; Cote, Isabelle/ABD-5898-2021; Bergman, Eva/R-8464-2016; Lamont, Timothy/AAH-6029-2020; Pinnegar, John/C-4400-2012; Harborne, Alastair/F-6155-2013","Harborne, Alastair/0000-0002-6818-8615; Montgomery, Daniel/0000-0003-2351-5886; Pinnegar, John/0000-0001-5061-9520; Davison, William/0000-0003-0501-8851; Lamont, Timothy/0000-0002-0305-6603; Mills, Suzanne Caroline/0000-0001-8948-3384; Simpson, Stephen J./0000-0003-0256-7687; Armstrong, John/0000-0003-2015-0500; Metcalfe, Neil/0000-0002-1970-9349; Windsor, Fredric/0000-0001-5030-3470; Simpson, Stephen/0000-0002-4856-6164; D'Agostino, Daniele/0000-0003-2291-5749; Prokkola, Jenni/0000-0003-2987-4417",,,,,,,,,,,,,0022-1112,1095-8649,,,,MAR,2018,92,3,,,SI,,804,827,,10.1111/jfb.13546,http://dx.doi.org/10.1111/jfb.13546,,,,,,,,29537086,,,,,WOS:000427477600016,View Full Record in Web of Science
