9a69c15286be6cf8cc37822bff6f917d	gi|1804583978|gb|MN746374.1|	96.721	3.51e-47	122	Puccinia striiformis f. sp. tritici	rust fungi	Puccinia striiformis f. sp. tritici
fe97e2e3136c204cc1318886b5816039	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
33acb21a45b468d9caa16597be0a30e1	gi|1798183348|emb|LR745847.1|	98.400	2.69e-53	125	Asterias rubens	starfish	European starfish
c93f0ff129af5f21e785a791ed6dcc12	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
4f265a79533581dd73c39f2dd0024f16	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
e967b487b72c27dc8d73ca67abce33e7	gi|1798183348|emb|LR745847.1|	98.400	2.69e-53	125	Asterias rubens	starfish	European starfish
c1e318c6dd3f955677821ec2f9a71d2c	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
fdd2d7ff45ef82570efa45e537bb0d01	gi|1798183348|emb|LR745847.1|	99.200	5.79e-55	125	Asterias rubens	starfish	European starfish
0617c2f6907b9ed320bce2d939604226	gi|1798183348|emb|LR745847.1|	100.000	4.60e-36	88	Asterias rubens	starfish	European starfish
b38f51e5eb768f86b8bf78559f308e42	gi|1188501836|gb|KY488976.1|	100.000	1.24e-56	125	Tritia burchardi	gastropods	Tritia burchardi
e606b807ba8e76c1259e9ad61cf57fbb	gi|2025192367|gb|MT762154.1|	95.276	3.51e-47	127	Tritia mutabilis	gastropods	mutable nassa
94ff120ed56e59a44aa4b7a7a999e623	gi|1825511897|gb|MT103924.1|	99.200	5.79e-55	125	Pseudopleuronectes americanus	bony fishes	winter flounder
dc7fadba76d85182a8ef55e229a6349b	gi|1515576542|gb|MH377827.1|	98.400	2.69e-53	125	Pholis gunnellus	bony fishes	rock gunnel
9a511dc6ea7cc09be46f945e9fabf132	gi|2591458923|emb|OY744557.1|	94.595	8.04e-04	37	Cryptophagus acutangulus	beetles	Cryptophagus acutangulus
5b7d2ad60da13ba6cd0bc43c8610a2f6	gi|2070683476|emb|OU426962.1|	92.308	0.003	39	Pyrgus malvae	moths	grizzled skipper
2927919fe65d2e567c45ea4f1e398ff0	gi|1381389585|ref|NC_037452.1|	81.538	1.02e-17	130	Storeatula sp. CCMP1868	cryptomonads	Storeatula sp. CCMP1868
d2bba7e89ff1438bce775b8d1f74336f	gi|1381389585|ref|NC_037452.1|	80.769	4.74e-16	130	Storeatula sp. CCMP1868	cryptomonads	Storeatula sp. CCMP1868
4cc23d9faebfbccac2b98eb5052eb39e	gi|1381388544|ref|NC_037436.1|	99.200	5.79e-55	125	Teleaulax amphioxeia	cryptomonads	Teleaulax amphioxeia
7e13daa363449d34bd0145cf95db9b37	gi|1381388544|ref|NC_037436.1|	100.000	1.24e-56	125	Teleaulax amphioxeia	cryptomonads	Teleaulax amphioxeia
66cf06e78f18dda4b6a5d003d93fff30	gi|2095925523|gb|OK172578.1|	98.400	2.69e-53	125	Tautogolabrus adspersus	bony fishes	cunner
74a1d86e1f178efd8b6b4fd34a15da8d	gi|213136179|gb|EU880323.1|	96.000	2.71e-48	125	Notophthalmus viridescens	salamanders	eastern newt
88c7c2d3ac197c77bfda1c67d17ddc81	gi|944274402|gb|KT305086.1|	79.439	7.98e-09	107	Trachelomonas hispida var. coronata	euglenoids	Trachelomonas hispida var. coronata
ca79294826dfff41a3835a739fe23248	gi|390198166|gb|JQ859687.1|	100.000	1.24e-56	125	uncultured Ochromonas	golden algae	uncultured Ochromonas
b1665217f5dd3f3ef5882e6eaab1ddf8	gi|390198145|gb|JQ859666.1|	100.000	1.24e-56	125	uncultured Heterosigma	eukaryotes	uncultured Heterosigma
9dd7727e21e30233b4c9a639b00724de	gi|1418576929|ref|NC_037728.1|	82.105	1.33e-11	95	Melosira undulata	diatoms	Melosira undulata
a54fd6f09290724e829409f86805383f	gi|2259493267|emb|OW836197.1|	89.286	2.16e-29	112	uncultured fungus	fungi	uncultured fungus
5b3464af6bf6c3816c265f1b3263ab46	gi|2259493267|emb|OW836197.1|	90.179	4.64e-31	112	uncultured fungus	fungi	uncultured fungus
656b49f594acc4b3ed82f0f71ae78b9f	gi|2259143930|emb|OW835511.1|	88.696	2.79e-28	115	uncultured fungus	fungi	uncultured fungus
9c3c8c9d028a3c174950ecc5fcc13ac2	gi|2259143930|emb|OW835511.1|	88.596	2.79e-28	114	uncultured fungus	fungi	uncultured fungus
6a4b8ee8ac2c294be885707f31e7b29b	gi|2259146932|emb|OW835831.1|	88.618	3.58e-32	123	uncultured fungus	fungi	uncultured fungus
74545cde06d5d0e0341de2bd65c68159	gi|2259390245|emb|OW836760.1|	90.351	3.58e-32	114	uncultured fungus	fungi	uncultured fungus
948c4413f6787a0ef0677710ef136009	gi|390198152|gb|JQ859673.1|	89.474	2.81e-23	95	uncultured Ochromonas	golden algae	uncultured Ochromonas
27bd492498ad9cee7701c3bd6a799089	gi|501299653|dbj|AK418307.1|	85.484	4.67e-26	124	Riptortus pedestris	bugs	Riptortus pedestris
807310a70c0f38bdd4a927c4a48a1429	gi|501299653|dbj|AK418307.1|	85.600	1.30e-26	125	Riptortus pedestris	bugs	Riptortus pedestris
9b8cd997b877b4815cab3bda76d58012	gi|2542050775|gb|CP129449.1|	88.679	1.34e-06	53	Quercus variabilis	eudicots	Quercus variabilis
7af626a96d69cbf584b697984652e084	gi|2259165834|emb|OW836008.1|	89.565	1.67e-30	115	uncultured fungus	fungi	uncultured fungus
7ebca577e6dc426473e07b69f257ea52	gi|2259165896|emb|OW836070.1|	93.651	2.73e-43	126	uncultured fungus	fungi	uncultured fungus
816944e30d1e3850811bc23966e7fb91	gi|2259165896|emb|OW836070.1|	92.063	5.91e-40	126	uncultured fungus	fungi	uncultured fungus
212da676e55cef396962e4f244d1a29a	gi|2259493199|emb|OW836129.1|	100.000	1.24e-56	125	uncultured fungus	fungi	uncultured fungus
6e3ea3423ec92eff7e19429a30de671c	gi|2259389093|emb|OW836372.1|	100.000	1.24e-56	125	uncultured fungus	fungi	uncultured fungus
ee9746725eb20f6f7a2bdf98f60d50c5	gi|2259493199|emb|OW836129.1|	99.200	5.79e-55	125	uncultured fungus	fungi	uncultured fungus
309740534e17476100f9cc4354f41247	gi|690017424|emb|LM523557.1|	94.400	5.87e-45	125	Parastrongyloides trichosuri	nematodes	Parastrongyloides trichosuri
bcef87d973a5d221da43668c4c4a2872	gi|844315645|gb|KM514794.1|	92.800	1.27e-41	125	Desmodesmus spinosus	green algae	Desmodesmus spinosus
e03c331c3bf74c714ce1f1b9bcddff08	gi|2259390245|emb|OW836760.1|	95.161	4.54e-46	124	uncultured fungus	fungi	uncultured fungus
f4d8c551f4c5a52759d40444431c388d	gi|2259390412|emb|OW836915.1|	94.400	5.87e-45	125	uncultured fungus	fungi	uncultured fungus
5955a164989f8a33cf87d3f126b70134	gi|2259390412|emb|OW836915.1|	94.400	5.87e-45	125	uncultured fungus	fungi	uncultured fungus
65bc9337d1a8477125961d30cfcfe26e	gi|2259390412|emb|OW836915.1|	95.200	1.26e-46	125	uncultured fungus	fungi	uncultured fungus
89438ff431bd4e2485e1ea1e941baf75	gi|2259492625|emb|OW835148.1|	97.600	1.25e-51	125	uncultured fungus	fungi	uncultured fungus
ef16e5841073b17d466e0860d5515e4d	gi|2259492625|emb|OW835148.1|	96.800	5.83e-50	125	uncultured fungus	fungi	uncultured fungus
14785225e30b898ae36acbc8d643d9ca	gi|2217808327|dbj|LC656461.1|	93.388	4.57e-41	121	Epeorus aesculus	mayflies	Epeorus aesculus
a157a1ea8ca06d15a3f69572e239d137	gi|1158627372|gb|KX013893.1|	89.706	1.03e-12	68	uncultured eukaryotic phytoplankton	eukaryotes	uncultured eukaryotic phytoplankton
10f5b6e987272841361b6872e52ffe50	gi|1428077394|gb|MH625410.1|	98.400	2.69e-53	125	fungal sp.	fungi	fungal sp.
a017200a59cb8588c225fb194b921bab	gi|2259493787|emb|OW836627.1|	84.906	2.19e-19	106	uncultured fungus	fungi	uncultured fungus
74383534f378c0bfba795c51e5fbcbb0	gi|2259390392|emb|OW836897.1|	91.139	2.19e-19	79	uncultured fungus	fungi	uncultured fungus
f4fd0efba87ddced6eaa36472e95410e	gi|390198145|gb|JQ859666.1|	99.200	5.79e-55	125	uncultured Heterosigma	eukaryotes	uncultured Heterosigma
f48f713c35efe3425fadff880bd52f37	gi|1642521931|ref|NC_042195.1|	99.200	5.79e-55	125	Salvelinus fontinalis x Salvelinus malma	bony fishes	Salvelinus fontinalis x Salvelinus malma
6e900415ed418b44c2bdd356f1eee74b	gi|944274361|gb|KT305045.1|	85.938	1.03e-07	64	Cryptoglena sp. Seungun081409I	euglenoids	Cryptoglena sp. Seungun081409I
23a35b7e8787d5ad36795fc159e63395	gi|1825511897|gb|MT103924.1|	98.400	2.69e-53	125	Pseudopleuronectes americanus	bony fishes	winter flounder
0128d757cb164bd17f0f066361256915	gi|2095925523|gb|OK172578.1|	98.400	2.69e-53	125	Tautogolabrus adspersus	bony fishes	cunner
57264edd5e69da0f75963f16c113dc7d	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
9b24f60e6ad48d440c29abed18c75b45	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
2fe3d8ab43299624537c5a1ec56a063a	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
e7c83efe0d7f5cadb7eefda8fdf87513	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
dd5ad241d8fc16b2179c8e707e7a09fe	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
6d50be066299f0622092749ffac026e6	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
3da9d312878c856623de8ce885be3d48	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
3f1c6364b51f85a32f2050f1093266ba	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
ed2296c61e4647ccc9288488a7e6b561	gi|2095925523|gb|OK172578.1|	100.000	1.24e-56	125	Tautogolabrus adspersus	bony fishes	cunner
18614b4b5e478ed6ce762260a8b5e02b	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
21be5ad8abc14cc2890bd360fce6a9ae	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
32d6a9ec76d08a82810014b4939ff134	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
b0c5a6dc64ea31c4bab42526db72d9e4	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
c8fd9761c0bcb8eb2013c718fe84ad84	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
9db0db27a79eebfa0ead012a563ad983	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
82793fa0574f63c853a37953d5f9b206	gi|2095925523|gb|OK172578.1|	98.947	2.75e-38	95	Tautogolabrus adspersus	bony fishes	cunner
bce93316654af297b7cfe649f3ae0713	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
6bb2665d794842b8ffd4787195f261f4	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
acc6a5e53ce69f0363ed61e18784bd92	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
1915c9f78b15daf227171ad94915a2ea	gi|2095925523|gb|OK172578.1|	97.436	3.61e-27	78	Tautogolabrus adspersus	bony fishes	cunner
6eb3fa0e06d5561c14036fc438b8c4e3	gi|2095925523|gb|OK172578.1|	100.000	1.31e-21	62	Tautogolabrus adspersus	bony fishes	cunner
191f6221ad13bbb05bd074c568885b61	gi|2095925523|gb|OK172578.1|	100.000	1.31e-21	62	Tautogolabrus adspersus	bony fishes	cunner
eeae0d661d7ebfda9ac70572b7f2825b	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
a77fbb858aa5a7de524db60b0e9691c2	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
c2e90d9bafc2c0887b5c7b0e3965af06	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
f7a67e1da788fc9818cc8d8bfd37c34d	gi|2095925523|gb|OK172578.1|	98.387	6.08e-20	62	Tautogolabrus adspersus	bony fishes	cunner
39d3de3c045cd32a269cdc6c43f01200	gi|1848856420|dbj|LC552498.1|	100.000	2.87e-08	38	Ocynectes maschalis	bony fishes	Ocynectes maschalis
36dca57bf9a851df95d3c36d3632eddd	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
d8d04393b72bb0a53e71f4d6c69c42d4	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
7b0bebc97dbebbe71c66c66c1557de51	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
693b652042b5baaa776460033de98081	gi|2095925523|gb|OK172578.1|	99.200	5.79e-55	125	Tautogolabrus adspersus	bony fishes	cunner
650c2abcdd5ec04531d9262a548a98a0	gi|1790179362|dbj|LC493909.1|	100.000	1.24e-56	125	Sebastes viviparus	bony fishes	Norway redfish
2c7eb1497076d3a233e0e8640187b8fe	gi|1790179376|dbj|LC493910.1|	99.200	5.79e-55	125	Sebastes mentella	bony fishes	deepwater redfish
1df9bf2b04b16c5c0e35821d6382f80e	gi|1790179376|dbj|LC493910.1|	100.000	1.24e-56	125	Sebastes mentella	bony fishes	deepwater redfish
7cfcd8a3be3ae0946d662a7ddc398b71	gi|1267170532|ref|NC_036048.1|	99.200	5.79e-55	125	Sebastes fasciatus	bony fishes	Acadian redfish
e24ae6d839c4d55a670e6a815dfb25bb	gi|1267170532|ref|NC_036048.1|	100.000	1.24e-56	125	Sebastes fasciatus	bony fishes	Acadian redfish
63be295692cbd64269f3347fd90ea911	gi|212725606|ref|NC_011580.1|	99.200	5.79e-55	125	Apeltes quadracus	bony fishes	fourspine stickleback
d02eb8eaab1c0ce99d475296fbde716b	gi|212725606|ref|NC_011580.1|	98.400	2.69e-53	125	Apeltes quadracus	bony fishes	fourspine stickleback
3bb528322b92609227d83d3aa4db1a58	gi|1476682340|gb|MH918117.1|	98.400	2.69e-53	125	Pungitius pungitius	bony fishes	ninespine stickleback
126b3c121e32b30392870a7e33e569a9	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
93e323bfa9b211128ea055de9f065b46	gi|426260017|gb|KC193734.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
a22b1b7028e71cb06b8924cbb9e0b4f2	gi|1848856272|dbj|LC552350.1|	100.000	1.24e-56	125	Clupea pallasii	bony fishes	Pacific herring
c06a2609a1afcef7f304e2fbdd5f39c6	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
af218d2b1c06eaaa200f6497d0ea6eb7	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
d3b207aeb823c615c3a8aa72be08f4da	gi|426260115|gb|KC193741.1|	100.000	1.24e-56	125	Clupea harengus	bony fishes	Atlantic herring
6811fed82f74a3a67dd2502200b5c42a	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
ec17801bf3a547debf9a183a069295f1	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
74ac92557c97ab11bf453c119a325650	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
bb13cfa066bdfb713a2f9da334ff2518	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
091c98019902b9305a88135c10648da2	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
706a3379d343af657b71fc0ecf828ef6	gi|426260563|gb|KC193773.1|	100.000	1.24e-56	125	Clupea harengus	bony fishes	Atlantic herring
7d25c949ae98b929d88e3a69f5e2d8ed	gi|1799624616|gb|MN122931.1|	100.000	1.24e-56	125	Clupea harengus	bony fishes	Atlantic herring
36ebe7b70538592e8d1217ac733e2085	gi|2018537164|gb|MW818325.1|	100.000	1.24e-56	125	Clupea harengus	bony fishes	Atlantic herring
8c65d41dc91f0793d00982986fefedae	gi|426260255|gb|KC193751.1|	100.000	1.24e-56	125	Clupea harengus	bony fishes	Atlantic herring
cb3436e39db952db5264f540cc80f874	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
5a0412b3c88c7a7648feef7a67638aa3	gi|1799624616|gb|MN122931.1|	100.000	7.59e-44	102	Clupea harengus	bony fishes	Atlantic herring
e858c6827e775a358d51ca61291d0ee4	gi|1799624616|gb|MN122931.1|	98.400	2.69e-53	125	Clupea harengus	bony fishes	Atlantic herring
831ce7e3a603c39d8a48d81db80c5518	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
ffd6eae8cde86aaba42d6b4ffeb28fa4	gi|1799624616|gb|MN122931.1|	95.238	3.61e-27	84	Clupea harengus	bony fishes	Atlantic herring
c0ee259a7315338318dc31d2dc85f265	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
00ff2a720c8cbe382938e81f60cf77cc	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
d0f1003c0f6f746be8de14a2f2616f76	gi|2018537164|gb|MW818325.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
f68819430a11d86414cb0562651f7efc	gi|1799624616|gb|MN122931.1|	100.000	1.69e-20	60	Clupea harengus	bony fishes	Atlantic herring
9394db35f0e620445c83956f28adc146	gi|1799624616|gb|MN122931.1|	98.400	2.69e-53	125	Clupea harengus	bony fishes	Atlantic herring
effc77db636581516ad09dd56ea40389	gi|426260563|gb|KC193773.1|	98.400	2.69e-53	125	Clupea harengus	bony fishes	Atlantic herring
ce954ec666f9521262208580e2302f8a	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
4219d1b7380a36b18d6744c1358584c7	gi|1799624616|gb|MN122931.1|	98.400	2.69e-53	125	Clupea harengus	bony fishes	Atlantic herring
9bcb1ff0d4cee71263c22184e62ba3bc	gi|2018537049|gb|MW818210.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
dfb9e8bd812db69c85ef82a7228bf13e	gi|2018537049|gb|MW818210.1|	98.400	2.69e-53	125	Clupea harengus	bony fishes	Atlantic herring
337f03d8e6bc4fcbb079b092d45a6816	gi|2018537049|gb|MW818210.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
bfffd8748dd2d619d439d907351cd622	gi|2018537049|gb|MW818210.1|	100.000	1.24e-56	125	Clupea harengus	bony fishes	Atlantic herring
e277c204316ad584b235fd8fe15881dd	gi|2018537049|gb|MW818210.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
cb9b4431cee8d62768ba25755ba23c21	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
ad2f8b68ea76eca5d5e521b7c12795db	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
16ff638be48b553bd01f4a3082d12b05	gi|2018537049|gb|MW818210.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
d24fd86240a39a9eabfe32e730dcd228	gi|1799624616|gb|MN122931.1|	99.200	5.79e-55	125	Clupea harengus	bony fishes	Atlantic herring
08eba0c8adf170d808a703b98916aede	gi|1799624588|gb|MN122922.1|	99.200	5.79e-55	125	Ammodytes marinus	bony fishes	lesser sand-eel
e7e24f80cb1f7260ee78db93f4089eb6	gi|1515576542|gb|MH377827.1|	99.200	5.79e-55	125	Pholis gunnellus	bony fishes	rock gunnel
f22b07e18e334c26d209e7c2c7574031	gi|1515576542|gb|MH377827.1|	98.400	2.69e-53	125	Pholis gunnellus	bony fishes	rock gunnel
a3a405f906178deafebdab1d70ac57f6	gi|985566013|dbj|LC037129.1|	99.200	5.79e-55	125	Pholis crassispina	bony fishes	Pholis crassispina
8d1fcbbdd619d2f265b57ecb0ea14ac9	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
18237333997ae1b4087eddb33cdb8889	gi|2095925524|gb|OK172579.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
2d775bad7bccf53e6c901dee1c989b80	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
e62a52dc83760356ae1cbf1d6b162bbf	gi|821091582|gb|KP644368.1|	98.400	2.69e-53	125	Microgadus tomcod	bony fishes	Atlantic tomcod
9f2918b7e55089b0d381a79ce8a9c80f	gi|1799624477|gb|MN122852.1|	99.200	5.79e-55	125	Gadus morhua	bony fishes	Atlantic cod
60d321db143f57cd1f97662a47c79fe7	gi|1799624477|gb|MN122852.1|	99.200	2.08e-54	125	Gadus morhua	bony fishes	Atlantic cod
1202d62d4d8829598e97b3540af9d01b	gi|1799624477|gb|MN122852.1|	99.200	5.79e-55	125	Gadus morhua	bony fishes	Atlantic cod
52b4fc6e9339303cd0eb7e6780e62176	gi|1799624477|gb|MN122852.1|	100.000	1.24e-56	125	Gadus morhua	bony fishes	Atlantic cod
aff16fc6c54c38bdbc8b7ca11099f1f7	gi|1799624477|gb|MN122852.1|	99.200	5.79e-55	125	Gadus morhua	bony fishes	Atlantic cod
a2018d5d914b7d29be5ec03797937ebf	gi|1799624477|gb|MN122852.1|	99.200	5.79e-55	125	Gadus morhua	bony fishes	Atlantic cod
307a04ffd8c5cf7b1ade43f06b49f688	gi|1783585412|gb|MH035532.1|	100.000	1.24e-56	125	Boreogadus saida	bony fishes	Boreogadus saida
269dc8aef9425964839ccb619aa5c135	gi|1783585412|gb|MH035532.1|	99.200	5.79e-55	125	Boreogadus saida	bony fishes	Boreogadus saida
ed7c405f3ec6aa8a42362ed106170226	gi|2095925524|gb|OK172579.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
8d0a109f90dfbdb52f1d03bc6602f905	gi|2095925524|gb|OK172579.1|	100.000	1.24e-56	125	Microgadus tomcod	bony fishes	Atlantic tomcod
3051072cb15396cec67b7dd5bab9bade	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
7684d1408929d79d7d1d06722557ffda	gi|821091582|gb|KP644368.1|	98.400	2.69e-53	125	Microgadus tomcod	bony fishes	Atlantic tomcod
bd51d91dcc88918294c1c7c43681e201	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
e14ac3dda752a8f3f3f428f2022f8afb	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
883c7a0b5e1aafe2ea0e10d2bf0a24a8	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
d5927be40f0489ad60adb9c748b2beb1	gi|821091582|gb|KP644368.1|	100.000	1.24e-56	125	Microgadus tomcod	bony fishes	Atlantic tomcod
e382439c18686ec596d8a5b83c513d06	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
6f8f559b0e187d9a57e5a6c4956307c1	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
880f3ad2f90b8fe07903bb257894218f	gi|821091582|gb|KP644368.1|	100.000	1.68e-25	69	Microgadus tomcod	bony fishes	Atlantic tomcod
2e13ee8f1eb50579d727d1551d2e2832	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
ac6c00bce8843fc4de2eef6909384a15	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
f7cf113a4004d70820e6484f7b01c83f	gi|1799624477|gb|MN122852.1|	99.200	5.79e-55	125	Gadus morhua	bony fishes	Atlantic cod
f5fe52641aaf68c4a175c3d7fd44c841	gi|821091582|gb|KP644368.1|	94.737	7.92e-14	57	Microgadus tomcod	bony fishes	Atlantic tomcod
bdfdd401884b71dd7ff6065c923f3b62	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
93674b664d509e54fec4d8ff60f308f9	gi|821091582|gb|KP644368.1|	99.200	5.79e-55	125	Microgadus tomcod	bony fishes	Atlantic tomcod
ced710abaa189914cddbeee496c0b8f5	gi|1799624477|gb|MN122852.1|	97.222	1.73e-05	36	Gadus morhua	bony fishes	Atlantic cod
9c9e333dc601eded11f0a818c5ddf7f7	gi|1129799456|gb|KX686078.1|	100.000	1.24e-56	125	Syngnathus fuscus	bony fishes	northern pipefish
f0e27c8b7256f191ad494d73f320c0e5	gi|1129799456|gb|KX686078.1|	99.200	5.79e-55	125	Syngnathus fuscus	bony fishes	northern pipefish
336c739fbefaa41321abd81fcbb8444a	gi|1129799456|gb|KX686078.1|	99.200	5.79e-55	125	Syngnathus fuscus	bony fishes	northern pipefish
2c04e9ab5b4106be1bb07c4cad6cf113	gi|1129799456|gb|KX686078.1|	99.200	5.79e-55	125	Syngnathus fuscus	bony fishes	northern pipefish
779c483cabe89364cbc5b13cbe2f2d39	gi|1129799456|gb|KX686078.1|	98.400	2.69e-53	125	Syngnathus fuscus	bony fishes	northern pipefish
d6ebac436bd56b16049cc738a3d9ab28	gi|1799624588|gb|MN122922.1|	99.200	5.79e-55	125	Ammodytes marinus	bony fishes	lesser sand-eel
6595beaf24bd56cbf8838f3a8599ceea	gi|1799624588|gb|MN122922.1|	99.200	5.79e-55	125	Ammodytes marinus	bony fishes	lesser sand-eel
ee72e4c7f7937a85f20b550b2dbe40f4	gi|1799624588|gb|MN122922.1|	99.200	5.79e-55	125	Ammodytes marinus	bony fishes	lesser sand-eel
e269f807780902855c6239396f6615a4	gi|1799624588|gb|MN122922.1|	99.200	5.79e-55	125	Ammodytes marinus	bony fishes	lesser sand-eel
7c0072f47d500411053a08cd6981e083	gi|1799624588|gb|MN122922.1|	100.000	1.24e-56	125	Ammodytes marinus	bony fishes	lesser sand-eel
becf69eaa8f53ea75ccc23e6c0f4d880	gi|1799624588|gb|MN122922.1|	99.200	5.79e-55	125	Ammodytes marinus	bony fishes	lesser sand-eel
