ASV,Phylum,V14,Class,V16,V17,V18,V19,V20,V21,V23,V24,V26,Species,V29,KEJI.1,KEJI.2,KEJI.3,KEJI.4,MCRG24.001,MCRG24.002,MCRG24.003,MCRG24.004,MCRG24.005,MCRG24.006,MCRG24.007,MCRG24.008,MCRG24.009,MCRG24.010,MCRG24.011,MCRG24.012,MCRG24.013,MCRG24.014,MCRG24.015,MCRG24.016,MCRG24.017,MCRG24.018,MCRG24.019,MCRG24.020,MCRG24.021,MCRG24.022,MCRG24.023,MCRG24.024,MCRG24.025,MCRG24.026,MCRG24.027,MCRG24.028,MCRG24.029,MCRG24.030,MCRG24.032,MCRG24.033,MCRG24.034,MCRG24.036,MCRG24.037,MCRG24.038,MCRG24.039,MCRG24.040,MCRG24.041,MCRG24.042,MCRG24.043,MCRG24.044,MCRG24.045,MCRG24.046,MCRG24.048,MCRG24.049,MCRG24.050,MCRG24.051,MCRG24.052,MCRG24.053,MCRG24.054,MCRG24.055,MCRG24.056,MCRG24.057,MCRG24.058,MCRG24.059,MCRG24.060,Undetermined,ENEG.1_S19,ENEG.1_S30,ENEG.1_S41,ENEG.2_S38,ENEG.2_S43,ENEG.2_S65
41572c2dbfbf3155bddc24d0d6edff45,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_hudsonica,1,0,0,0,0,742,1697,2098,0,2022,0,416,0,2609,2790,1861,6,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,2114,3798,0,0,0,0,0,1948,2968,6741,0,107,54,0,0,233,0,673,367,0,0,88,381,263,0,0,0,766,0,1352,0,0,0,0,0,0
1343cdabf9609509f9cc4e46e79b8361,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97cf49e21178f6bcb9d87c61c589d88d,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba81075869c784d5019431f7c3a35dbd,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195cecf5902b0fae1bab500f03386e81,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c83df6f2776387b861e0037ba5ab673b,Arthropoda,1,Branchiopoda,class,1,Diplostraca,order,1,Podonidae,1,Evadne,1,Evadne_nordmanni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b862f33e42277629db509779696389f,Arthropoda,1,Branchiopoda,class,1,Diplostraca,order,1,Podonidae,1,Evadne,1,Evadne_nordmanni,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,7,0,9,0,0,0,11,1239,0,218,12,0,0,0,0,1604,0,0,0,0,0,0,0,2,0,0,0,5,0,7,0,0,0,0,0,183,0,0,0,0,0,0
18cac053e827e0930b35d5a9e9ecd139,Arthropoda,1,Malacostraca,class,1,Amphipoda,order,1,Corophiidae,1,Monocorophium,1,Monocorophium_insidiosum,1,0,11,0,0,0,9,6,0,9,10,0,0,38,14,29,0,0,0,6,0,0,14,19,0,10,11,0,0,79,61,50,0,3,0,0,8,0,0,0,8,0,17,0,0,20,0,4,6,0,0,5,7,0,0,16,0,0,0,0,0,0,42,0,0,0,0,0,0
4617af66d726aad5bf79bdea4425b056,Arthropoda,1,Malacostraca,class,1,Decapoda,order,1,Carcinidae,1,Carcinus,1,Carcinus_maenas,1,0,0,41,0,0,23,25,0,43,38,72,0,69,34,94,0,39,33,0,0,0,197,243,0,34,30,0,0,223,234,164,0,0,21,0,161,0,0,0,0,0,0,0,56,39,0,70,151,0,0,0,0,0,45,94,272,0,0,31,41,0,122,0,0,0,0,0,0
271f8592c9b5c1bad2eefab3aff439ca,Arthropoda,1,Malacostraca,class,1,Decapoda,order,1,Carcinidae,1,Carcinus,1,Carcinus_maenas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,150,183,0,0,0,73,0,120,139,103,0,0,0,0,112,0,0,0,21,35,69,27,50,0,0,0,87,0,0,0,0,0,106,288,180,0,0,0,0,0,0,0,0,0,0,0,0
2711eabfd3bab72597a2f825098f4288,Arthropoda,1,Malacostraca,class,1,Decapoda,order,1,Carcinidae,1,Carcinus,1,Carcinus_maenas,1,0,0,0,0,46,17,21,0,0,28,0,0,0,0,0,0,19,0,0,0,0,167,169,0,20,24,0,0,110,174,105,0,45,0,0,143,0,0,0,0,0,44,0,55,227,2,130,171,0,0,19,11,0,48,88,98,0,0,1366,60,0,181,0,0,0,0,0,0
36c03709b6038c23f32501df2217cb7a,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Acartiidae,1,Acartia,1,Acartia_tonsa,1,0,0,479,0,0,81,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10facb7635f500690630ec7bc42f2d90,Arthropoda,1,Branchiopoda,class,1,Diplostraca,order,1,Podonidae,1,Pleopis,1,Pleopis_polyphemoides,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1545,0,68,0,0,0,8680,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,5,0,0,0
8eef6af636c1fabb7ac33e2e60943406,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Tortanidae,1,Tortanus,1,Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0
6584d708a223d2b0816cb66b57d50b40,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Tortanidae,1,Tortanus,1,Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0
0c198626aec0ea0892054fbaf5b6a929,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Tortanidae,1,Tortanus,1,Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,20177,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1386,0,0,0,0,0,0
b3a4fbbc14760b834d45e54bd6ef63f8,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Tortanidae,1,Tortanus,1,Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,58,0,5,0,0,0,23,0,0,0,0,0,0,0,235,0,5003,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
47ad5c7746d3f51c43ed10a04d3704be,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Tortanidae,1,Tortanus,1,Tortanus_discaudatus,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,29,0,3211,6240,0,26587,333,0,0,0,0,0,939,0,373,0,66,0,0,0,30,0,0,6,0,0,31,0,0,0,0,21,0,0,2137,0,0,6,31,0,0
1fabbf84f5e79a7726565c8703b19a07,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Tortanidae,1,Tortanus,1,Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af49b10970a68fac4dd076e99cc8ca66,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Tortanidae,1,Tortanus,1,Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a56459d59f6c94db784e47986334b58,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Tortanidae,1,Tortanus,1,Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13,0,11066,0,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0
d2dea31b426ff979ecea80711dbb3340,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Tortanidae,1,Tortanus,1,Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714b6d925c1766cdd9b0a046f6aa8d0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Temora,1,Temora_longicornis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69ecf904ef88efbe21a7517a7b542b06,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Temoridae,1,Temora,1,Temora_longicornis,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,676,0,0,0,228,0,0,0,1114,0,0,0,0,0,0,211,0,0,0,971,696,0,0,0,0,0,89,0,0,0,0,0,0
f0d9daa6df6c96a64150ef34745e02d0,Bryozoa,1,Gymnolaemata,class,1,Cheilostomatida,order,1,Cribrilinidae,1,Juxtacribrilina,1,Juxtacribrilina_mutabilis,1,0,0,0,0,0,0,0,0,0,0,0,0,27,17,43,0,0,0,3,0,0,12,0,0,0,0,0,0,43,93,37,0,0,9,0,0,0,0,0,0,3,28,38,149,182,0,305,0,0,0,25,18,0,235,571,417,0,0,0,116,0,0,0,0,0,0,0,0
909d2b7b2e21ec9f53c8104c782c9915,Bryozoa,1,Gymnolaemata,class,1,Cheilostomatida,order,1,Cribrilinidae,1,Juxtacribrilina,1,Juxtacribrilina_mutabilis,1,0,0,0,0,0,53,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,43,82,89,0,138,380,0,17,0,0,0,369,922,765,0,18,83,62,0,231,0,0,0,0,0,0
bfa0ecbb6952f5fd5218780e2f820278,Bryozoa,1,Gymnolaemata,class,1,Cheilostomatida,order,1,Membraniporidae,1,Membranipora,1,Membranipora_membranacea,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,732,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,89,70,0,0,0,0,0,0,0,0,0,0,0,0
5a73ad4cb3caaebae34335d4ce806b1e,Bryozoa,1,Gymnolaemata,class,1,Cheilostomatida,order,1,Membraniporidae,1,Membranipora,1,Membranipora_membranacea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,0,0,122,0,0,0,172,265,0,0,0,0,12,0,0,0,0,0,30,0,26,0,0,0,0,0,0,5,0,0,388,206,241,0,0,130,96,0,179,0,0,0,0,0,0
112df01cc41ddc623b71022aad57c706,Bryozoa,1,Gymnolaemata,class,1,Cheilostomatida,order,1,Membraniporidae,1,Membranipora,1,Membranipora_membranacea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdcbb13d647825eed73c6a1980f270bf,Chlorophyta,1,Mamiellophyceae,class,1,Mamiellales,order,1,Mamiellaceae,1,Micromonas_green_algae,1,Micromonas_pusilla,1,0,0,0,0,151,107,193,0,290,309,412,0,240,127,293,0,538,463,243,0,0,341,386,0,0,367,411,0,869,585,1144,0,0,476,0,366,0,0,0,776,1093,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbeb5d6e99e2925e0b1661e089fd4dd1,Chlorophyta,0.98,Mamiellophyceae,class,0.98,Mamiellales,order,0.98,Mamiellaceae,0.98,Micromonas_green_algae,0.98,Micromonas_pusilla,0.98,0,0,0,0,0,0,200,0,173,197,260,0,109,0,0,0,287,288,148,0,0,437,411,0,134,135,139,0,440,338,484,0,0,0,0,0,0,0,0,123,169,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a4eacc1cbb9b837dcd72f8de0f826ae,Chlorophyta,0.96,Mamiellophyceae,class,0.96,Mamiellales,order,0.96,Mamiellaceae,0.96,Micromonas_green_algae,0.96,Micromonas_pusilla,0.96,0,0,0,0,145,0,237,0,0,0,0,0,0,0,0,0,767,845,293,0,0,1198,1104,0,0,0,0,0,422,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61ad0ceefe4a7182e2bf53be21ded24c,Chlorophyta,0.99,Mamiellophyceae,class,0.99,Mamiellales,order,0.99,Mamiellaceae,0.99,Micromonas_green_algae,0.99,Micromonas_pusilla,0.99,0,0,0,0,0,0,0,0,241,372,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a777669aef9668fe915ef44583b2cf2,Chlorophyta,0.98,Mamiellophyceae,class,0.98,Mamiellales,order,0.98,Mamiellaceae,0.98,Micromonas_green_algae,0.98,Micromonas_pusilla,0.98,0,0,0,0,0,0,0,0,215,209,292,0,0,0,0,0,0,0,0,0,0,753,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926e644737d5e27eff2e4dad8ca28c52,Chlorophyta,1,Mamiellophyceae,class,1,Mamiellales,order,1,Mamiellaceae,1,Micromonas_green_algae,1,Micromonas_pusilla,1,11571,19753,19572,0,0,0,0,0,87,67,72,0,0,0,0,0,0,0,0,0,0,0,0,21,691,724,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,118,158,0,55,76,0,36,28,22,9,10,93,112,0,0,59,51,0,2759,0,24,0,0,0,0
8395e1505b7463d2d27b637d96017515,Chlorophyta,0.99,Mamiellophyceae,class,0.99,Mamiellales,order,0.99,Mamiellaceae,0.99,Micromonas_green_algae,0.99,Micromonas_pusilla,0.99,0,84,57,0,0,0,0,0,126,109,111,0,0,0,0,0,0,0,0,0,0,0,0,0,603,690,762,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,297,384,0,0,46,0,72,62,53,0,0,133,161,0,11,120,106,0,0,0,0,0,0,0,0
fd5c59fc72429d75f220a1cac40ec8b6,Chlorophyta,0.99,Mamiellophyceae,class,0.99,Mamiellales,order,0.99,Mamiellaceae,0.99,Micromonas_green_algae,0.99,Micromonas_pusilla,0.99,133,187,231,0,0,17,15,0,303,263,373,0,0,0,0,0,9,0,0,0,0,0,0,0,2217,2493,2679,0,27,17,25,0,33,28,0,8,0,0,0,15,0,11,101,815,1161,0,87,133,0,182,163,144,0,103,442,452,0,0,296,184,0,899,0,0,0,0,0,0
83cc98bdb2348c2336280ad054b8b649,Chlorophyta,1,Mamiellophyceae,class,1,Mamiellales,order,1,Mamiellaceae,1,Micromonas_green_algae,1,Micromonas_pusilla,1,831,1441,1323,0,50,56,104,0,7187,7964,9089,11,48,31,48,0,114,137,50,0,0,131,150,0,2220,2393,2573,0,294,204,216,0,95,157,0,87,0,0,0,213,218,164,94,1114,1471,0,676,1666,0,367,397,285,0,86,301,311,0,20,501,423,0,2381,0,0,0,0,0,0
91435929d4b40d64e6259433a9387324,Chlorophyta,1,Mamiellophyceae,class,1,Dolichomastigales,order,1,Dolichomastigaceae,1,Dolichomastix_green_algae,1,Dolichomastix_tenuilepis,1,148,271,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48242328c0739522a36ca74de0acd369,Chlorophyta,1,Mamiellophyceae,class,1,Mamiellales,order,1,Mamiellaceae,1,Micromonas_green_algae,1,Micromonas_pusilla,1,0,0,0,0,0,0,0,0,41,29,41,0,0,0,0,0,6,0,0,0,0,0,0,0,142,172,169,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,302,1497,1823,0,285,357,0,626,537,345,0,260,427,542,0,183,731,708,0,337,0,0,0,0,0,0
a9251f15063b441ebfc0d8f91901222a,Chlorophyta,0.95,Mamiellophyceae,class,0.95,Mamiellales,order,0.95,Mamiellaceae,0.95,Micromonas_green_algae,0.95,Micromonas_pusilla,0.95,0,0,0,0,8,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,14206,9312,8191,0,326,204,66,0,1275,578,0,24,6,0,0,12,16,9,102,517,632,8,162,404,0,260,308,201,0,775,119,436,0,70,72,152,0,1491,0,0,0,4,0,0
7fb5fda87ea1ed0d994684ff2a1ec10d,Chordata,1,Actinopteri,class,1,Scombriformes,order,1,Scombridae,1,Scomber,1,Scomber_scombrus,1,0,0,0,0,18,70,17,0,0,2,0,0,0,0,0,0,58,11,0,0,0,0,19,7,129,67,43,0,8,13,10,0,516,335,0,413,22,0,0,0,13,64,0,5,3,0,0,4,0,0,0,0,0,37,0,7,0,4,24,14,0,86,0,0,0,0,0,0
000fe1a90a75967f9ca8873b69c5a2a0,Chordata,1,Actinopteri,class,1,Perciformes,order,1,Gasterosteidae,1,Apeltes,1,Apeltes_quadracus,1,642,610,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0
24868e4b9d4778587da64145a79e7582,Chordata,1,Actinopteri,class,1,Atheriniformes,order,1,Atherinopsidae,1,Menidia,1,Menidia_menidia,1,213,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
7b98775dbc446f8a7f85181a2828c2bd,Chordata,1,Actinopteri,class,1,Gadiformes,order,1,Gadidae,1,Microgadus,1,Microgadus_tomcod,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,20,0,23,24,6,0,42,24,0,4,4,0,0,23,0,0,182,0,0,14,0,13,30,0,21,42,0,0,0,8,0,13,6,23,0,33,23,213,0,31,0,0,0,0,0,0
1fa3804088f82e4102dcdd81c8adf8c4,Chordata,1,Ascidiacea,class,1,Stolidobranchia,order,1,Styelidae,1,Botrylloides,1,Botrylloides_violaceus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,744,865,0,0,0,0,0,65,0,0,0,0,0,0
a85e2e173a5602f2c712bd880539161c,Chordata,1,Actinopteri,class,1,Atheriniformes,order,1,Atherinopsidae,1,Menidia,1,Menidia_menidia,1,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d53b6a38aff43e3fdec3bdd3a43f7529,Cnidaria,1,Hydrozoa,class,1,Leptothecata,order,1,Obeliidae,1,Obelia,1,Obelia_geniculata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,39,72,0,0,51,32,0,54,72,45,0,0,0,0,27,0,0,0,20,28,87,0,11,0,0,0,4,0,0,0,0,0,35,119,119,0,0,0,5,0,59,0,0,0,0,0,0
3d8b78e94ecf56032e086f29e1eaf98d,Cnidaria,1,Hydrozoa,class,1,Anthoathecata,order,1,Hydractiniidae,1,Hydractinia,1,Hydractinia_echinata,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0,17,29,0,0,0,0,0,20,10,27,0,0,0,0,13,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,18,94,51,0,0,0,1489,0,105,0,0,0,0,0,0
ab72c83e4b8809985bf418a1a4c9ef34,Cnidaria,1,Hydrozoa,class,1,Anthoathecata,order,1,Corynidae,1,Sarsia,1,Sarsia_tubulosa,1,0,18,0,0,0,20,114,0,0,0,12,0,79,398,568,0,109,70,26,0,0,50,68,0,0,0,4,0,28,27,15,0,13,33,0,0,0,0,0,0,0,27,0,3,7,0,0,0,0,0,0,0,0,0,40,34,0,0,25,11,0,81,0,0,0,0,0,0
5c31f84f6775a742ded646806d233ad7,Cnidaria,1,Hydrozoa,class,1,Anthoathecata,order,0.97,Rathkeidae,0.93,Rathkea,0.93,Rathkea_octopunctata,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0
561baabbe9104e0b26593865b101c807,Cnidaria,1,Scyphozoa,class,1,Semaeostomeae,order,1,Ulmaridae,1,Aurelia,1,Aurelia_aurita,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,17,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
3384b4690a78b526de76170e6ab8c2dc,Cnidaria,1,Hydrozoa,class,1,Leptothecata,order,1,Obeliidae,1,Laomedea,1,Laomedea_flexuosa,1,0,0,0,0,7,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,41,27,0,0,8,0,0,88,122,121,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,0,0,0,25,0,0,0,0,0,0
571694834e250d185ed3403c4390b4e2,Cnidaria,1,Hydrozoa,class,1,Leptothecata,order,1,Obeliidae,1,Obelia,1,Obelia_longissima,1,0,0,0,0,0,0,0,0,0,0,0,0,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cea04725f8d1bec74670d263b4b1146a,Cnidaria,1,Hydrozoa,class,1,Leptothecata,order,1,Obeliidae,1,Obelia,1,Obelia_longissima,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,113,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb64a897f32c51ab5532fb526fd4af42,Cnidaria,1,Hydrozoa,class,1,Leptothecata,order,1,Obeliidae,1,Obelia,1,Obelia_longissima,1,0,0,0,0,0,0,30,0,54,57,55,0,0,0,0,0,17,13,0,0,0,238,399,5,80,71,59,0,186,145,125,0,12,21,0,32,0,0,0,0,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,10,0,0,217,0,0,0,0,0,0
9dfa9f120d87f9e3324556edb5169d52,Cnidaria,1,Hydrozoa,class,1,Leptothecata,order,1,Obeliidae,1,Obelia,1,Obelia_longissima,1,0,54,102,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,209,1016,0,0,69,63,0,136,110,91,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,71,16,0,0,0,0,0,0,16,0,0,0,0,0,0,235,0,0,0,0,0,0
272102790529050cb77990d0a8172c23,Cnidaria,1,Hydrozoa,class,1,Leptothecata,order,1,Obeliidae,1,Obelia,1,Obelia_longissima,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f67c1bf86411a94fa534e2f1ca3603e7,Cnidaria,1,Hydrozoa,class,1,Leptothecata,order,1,Campanulariidae,1,Gonothyraea,1,Gonothyraea_loveni,1,135,268,242,0,10,10,21,0,0,0,0,0,19,12,17,0,44,69,14,0,0,102,108,0,0,0,0,0,46,0,45,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
